# center_x,center_y,center_z,ext_x,ext_y,ext_z,quat_x,quat_y,quat_z,quat_w
9.343397,4.695083,-49.005219,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
18.596529,4.695083,-42.694466,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
13.969999,4.695083,-45.850014,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
8.029085,4.695085,-25.622862,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
3.446959,4.695084,-28.842348,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
43.099991,7.048199,-5.880006,4.009696,7.548189,8.431078,-0.000000,-0.301754,0.000000,0.953386
49.500000,7.048199,-1.370010,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
36.565002,7.048198,-10.477204,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
30.030090,7.048198,-15.074616,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
57.180969,7.048193,-74.083611,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
41.213165,7.048195,-46.398369,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
53.189056,7.048194,-67.162376,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
45.205032,7.048195,-53.319633,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
49.197083,7.048194,-60.241020,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
33.519974,7.048197,-32.450005,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
25.536085,7.048198,-18.607332,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
29.527967,7.048197,-25.528605,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
13.149995,7.048200,10.429992,4.009696,7.548189,8.431078,0.000000,0.955228,-0.000000,0.295870
6.559021,7.048200,5.913665,4.009696,7.548189,8.431078,0.000000,0.955228,-0.000000,0.295870
32.172607,7.048201,23.794098,4.009696,7.548189,8.431078,-0.000000,0.955150,-0.000000,0.296121
25.720001,7.048201,19.359999,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
38.761444,7.048201,28.313902,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
45.350098,7.048202,32.833694,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
-48.551693,5.438281,-37.305855,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-68.204071,5.438280,-51.009987,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-55.112888,5.438280,-41.882912,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-61.642887,5.438280,-46.432915,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-22.992886,5.438282,-19.582911,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-16.454075,5.438282,-15.009990,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-29.554089,5.438282,-24.159998,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-9.892887,5.438282,-10.432918,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-49.218204,5.438282,-24.137848,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-68.863113,5.438281,-37.924751,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-55.766514,5.438281,-28.733482,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-62.314816,5.438281,-33.329117,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-10.311579,5.438283,3.103424,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-29.956491,5.438282,-10.683472,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-16.859888,5.438283,-1.492204,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-23.408197,5.438283,-6.087845,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-17.612888,5.438284,17.117086,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-30.702885,5.438284,7.987081,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-24.174076,5.438284,12.540013,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-28.833246,5.438286,35.671028,4.000000,5.938272,4.622559,-0.000000,0.493918,-0.000000,0.869509
-24.736544,5.438285,28.799448,4.000000,5.938272,4.622559,-0.000000,0.493918,-0.000000,0.869509
-11.062454,5.438286,37.113331,4.000001,5.938272,4.622559,0.000000,0.868015,-0.000000,-0.496538
-15.117630,5.438287,44.009434,4.000001,5.938272,4.622559,0.000000,0.868015,-0.000000,-0.496538
1.732053,5.438286,30.597158,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-4.829136,5.438285,26.020086,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
20.756811,5.438287,43.996857,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
14.191855,5.438286,39.424728,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
27.306814,5.438287,48.576874,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
-68.766914,5.788104,-0.981408,6.486025,6.288092,6.402713,-0.000000,-0.301647,0.000000,0.953420
-61.418472,5.788103,-11.432144,6.486025,6.288092,6.402713,-0.000000,0.953420,-0.000000,0.301647
-58.217590,5.788104,6.436248,6.486025,6.288092,6.402713,-0.000000,-0.301647,0.000000,0.953420
-50.869148,5.788103,-4.014533,6.486025,6.288092,6.402713,-0.000000,0.953420,-0.000000,0.301647
